CIP13,NOM COURT,PRODUIT,Code EphMRA,Classe EphMRA,"Code
ATC","Classe
ATC","Code
ATC 2","Libellé
ATC 2",Base de remboursement Année 2017,"Nombre de boites remboursées     
Année 2017",Montant remboursé     Année 2017
3400926677831,VISIPAQUE 320 MG D'I/ML SOL INJ FL 1/100 ML,VISIPAQUE,T01A,ANGIO-UROGRAPHIE BASSE OSMOLARITE,V08AB09,IODIXANOL,V08,PRODUITS DE CONTRASTE,"1,900,770 €","48,452","1,423,052 €"
3400926678081,VISIPAQUE 320 MG D'I/ML SOL INJ FL 1/150 ML,VISIPAQUE,T01A,ANGIO-UROGRAPHIE BASSE OSMOLARITE,V08AB09,IODIXANOL,V08,PRODUITS DE CONTRASTE,"3,420,920 €","59,911","2,649,592 €"
3400926678142,VISIPAQUE 320 MG D'I/ML SOL INJ FL 1/150 ML,VISIPAQUE,T01A,ANGIO-UROGRAPHIE BASSE OSMOLARITE,V08AB09,IODIXANOL,V08,PRODUITS DE CONTRASTE,"1,967,954 €","34,465","1,460,037 €"
3400933846855,VISIPAQUE 320MG/ML INJ FV 20ML 1/20 ML,VISIPAQUE,T01A,ANGIO-UROGRAPHIE BASSE OSMOLARITE,V08AB09,IODIXANOL,V08,PRODUITS DE CONTRASTE,"144,749 €","17,050","99,085 €"
3400935201256,VISIPAQUE 320MG/ML SOL INJ FP 100ML 1/100 ML,VISIPAQUE,T01A,ANGIO-UROGRAPHIE BASSE OSMOLARITE,V08AB09,IODIXANOL,V08,PRODUITS DE CONTRASTE,"676,034 €","17,232","523,513 €"
3400935201836,VISIPAQUE 320MG/ML SOL INJ FP 200ML 1/200 ML,VISIPAQUE,T01A,ANGIO-UROGRAPHIE BASSE OSMOLARITE,V08AB09,IODIXANOL,V08,PRODUITS DE CONTRASTE,"190,524 €","2,541","157,683 €"
3400935200426,VISIPAQUE 320MG/ML SOL INJ FP 20ML 1/20 ML,VISIPAQUE,T01A,ANGIO-UROGRAPHIE BASSE OSMOLARITE,V08AB09,IODIXANOL,V08,PRODUITS DE CONTRASTE,818 €,97,573 €
3400935200884,VISIPAQUE 320MG/ML SOL INJ FP 50ML 1/50 ML,VISIPAQUE,T01A,ANGIO-UROGRAPHIE BASSE OSMOLARITE,V08AB09,IODIXANOL,V08,PRODUITS DE CONTRASTE,"170,091 €","7,771","125,578 €"
3400930542613,VISKEN 5MG CPR 50,VISKEN,C07A,BETABLOQUANTS NON ASSOCIES,C07AA03,PINDOLOL,C07,BETABLOQUANTS,146 €,35,120 €
3400937146746,VISKEN 5MG CPR 90,VISKEN,C07A,BETABLOQUANTS NON ASSOCIES,C07AA03,PINDOLOL,C07,BETABLOQUANTS,"254,550 €","35,144","202,030 €"
3400932242436,VISKEN QUINZE 15MG CPR 28,VISKEN,C07A,BETABLOQUANTS NON ASSOCIES,C07AA03,PINDOLOL,C07,BETABLOQUANTS,218 €,24,187 €
3400932242665,VISKEN QUINZE 15MG CPR 30,VISKEN,C07A,BETABLOQUANTS NON ASSOCIES,C07AA03,PINDOLOL,C07,BETABLOQUANTS,"363,189 €","36,806","295,932 €"
3400937146975,VISKEN QUINZE 15MG CPR 84,VISKEN,C07A,BETABLOQUANTS NON ASSOCIES,C07AA03,PINDOLOL,C07,BETABLOQUANTS,103 €,4,94 €
3400937147057,VISKEN QUINZE 15MG CPR 90,VISKEN,C07A,BETABLOQUANTS NON ASSOCIES,C07AA03,PINDOLOL,C07,BETABLOQUANTS,"164,676 €","5,955","127,488 €"
3400935530769,VISUDYNE 15MG PDR INJ 1/10 ML,VISUDYNE,S01P,PRODUITS ANTINEOVASCULARISATION OCULAIRE,S01LA01,VERTEPORFIN,S01,MEDICAMENTS OPHTALMOLOGIQUES,"3,642,362 €","3,014","3,641,156 €"
3400932279807,"VITABACT 0,05% COLLYRE FL 10ML 1/10 ML",VITABACT,S01G6,ANTISEPTIQUES OCULAIRES,S01AX16,PICLOXYDINE,S01,MEDICAMENTS OPHTALMOLOGIQUES,"1,100,271 €","873,428","395,676 €"
3400936584969,VITALIPIDE ADULTE SOL INJ 10/10 ML,VITALIPIDE,A11B4,AUTRES POLYVITAMINES SANS ELEMENTS MINERAUX,B05XC,VITAMINES,B05,SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION,"442,533 €","17,591","419,851 €"
3400937692960,VITALOGINK 40 MG CPR 90,VITALOGINK,C04A1,"VASODILATATEURS CEREBRAUX ET PERIPHERIQUES, ANTAGONISTES DU CALCIUM EXCLUS",N06DX02,GINKGO BILOBA,N06,PSYCHOANALEPTIQUES,10 €,1,6 €
3400931134435,VITAMINE A DULCIS 25000UI% POMMADE 1/10 G,VITAMINE A DULCIS,S01M,TONIQUES OCULAIRES ET VITAMINES OCULAIRES,S01XA02,RETINOL,S01,MEDICAMENTS OPHTALMOLOGIQUES,"6,149,444 €","1,381,256","2,369,267 €"
3400933861872,VITAMINE A FAURE COLLYRE FL 10ML 1/10 ML,VITAMINE A FAURE,S01M,TONIQUES OCULAIRES ET VITAMINES OCULAIRES,S01XA02,RETINOL,S01,MEDICAMENTS OPHTALMOLOGIQUES,"355,089 €","261,456","137,441 €"
3400935653178,VITAMINE A NEP 100000UI/2ML SOL INJ 6/2 ML,VITAMINE A NEP,A11C1,VITAMINE A,A11CA01,RETINOL (VIT A),A11,VITAMINES,"134,402 €","5,190","108,810 €"
3400936202757,VITAMINE B12 AGUETTANT 1MG/2 ML SOL INJ/BUV 10/2 ML,VITAMINE B12 AGUETTANT,A11F,VITAMINE B12 NON ASSOCIEE,B03BA01,CYANOCOBALAMINE,B03,PREPARATIONS ANTIANEMIQUES,32 €,11,25 €
3400931710509,VITAMINE B12 DELAGR 1MG/2ML SOL 6/2 ML,VITAMINE B12 DELAGRANGE,A11F,VITAMINE B12 NON ASSOCIEE,B03BA01,CYANOCOBALAMINE,B03,PREPARATIONS ANTIANEMIQUES,"1,068,974 €","590,801","840,639 €"
3400931136385,VITAMINE B12 GERDA 1MG/4ML SOL 6/4 ML,VITAMINE B12 GERDA,A11F,VITAMINE B12 NON ASSOCIEE,B03BA01,CYANOCOBALAMINE,B03,PREPARATIONS ANTIANEMIQUES,"1,771,707 €","975,999","1,391,439 €"
3400932927180,VITAMINE C UPSA 500MG CPR 30,VITAMINE C UPSA,A11G1,VITAMINE C NON ASSOCIEE (SELS DE VITAMINE C INCLUS),A11GA01,ASCORBIQUE ACIDE (VIT C),A11,VITAMINES,126 €,31,105 €
3400931132134,VITAMINE D3 BON 200000UI/1ML SOL INJ 1/1 ML,VITAMINE D3 B O N,A11C2,VITAMINE D,A11CC05,COLECALCIFEROL,A11,VITAMINES,"173,372 €","128,593","123,768 €"
3400934075643,VITAMINE E MYLAN 500MG CAPSULE 30,VITAMINE E MYLAN,A11X3,"VITAMINE E, NON ASSOCIEE",A11HA03,TOCOPHEROL (VIT E),A11,VITAMINES,238 €,91,177 €
3400935653468,VITAMINE E NEPALM 100MG/2ML SOL INJ 6/2 ML,VITAMINE E NEP,A11X3,"VITAMINE E, NON ASSOCIEE",A11HA03,TOCOPHEROL (VIT E),A11,VITAMINES,"19,773 €","3,467","16,589 €"
3400936882676,VITAMINE E SANDOZ 500MG CAPSULE 30,VITAMINE E SANDOZ,A11X3,"VITAMINE E, NON ASSOCIEE",A11HA03,TOCOPHEROL (VIT E),A11,VITAMINES,428 €,167,345 €
3400933876951,VITAMINE E ZYDUS 500 MG CAPSULE MOLLE 30,VITAMINE E ZYDUS,A11X3,"VITAMINE E, NON ASSOCIEE",A11HA03,TOCOPHEROL (VIT E),A11,VITAMINES,5 €,2,5 €
3400930038055,VITAMINE K1 ROCHE 10 MG/1 ML (PHYTOMENADIONE) 1 BO,VITAMINE K1 ROCHE,B02B1,VITAMINE K,B02BA01,PHYTOMENADIONE,B02,ANTIHEMMORRAGIQUES,"180,823 €","34,475","165,653 €"
3400934830228,VITAMINE K1 ROCHE 10MG/1ML SOL 3/1 ML,VITAMINE K1 ROCHE,B02B1,VITAMINE K,B02BA01,PHYTOMENADIONE,B02,ANTIHEMMORRAGIQUES,"42,540 €","13,661","38,507 €"
3400934864636,"VITAMINE K1 ROCHE 2 MG/0,2 ML NOURRISON SOL BUV/INJ AMP 5/0,2 ML",VITAMINE K1 ROCHE,B02B1,VITAMINE K,B02BA01,PHYTOMENADIONE,B02,ANTIHEMMORRAGIQUES,"1,415,010 €","304,708","1,012,748 €"
3400934864865,"VITAMINE K1 ROCHE 2MG/0,2ML NR SOL 6/0,2 ML",VITAMINE K1 ROCHE,B02B1,VITAMINE K,B02BA01,PHYTOMENADIONE,B02,ANTIHEMMORRAGIQUES,938 €,154,669 €
3400927543357,VITAROS 200 MCG CREME UNIDOSE 1/100 MG,VITAROS,G04E,MEDICAMENTS POUR TROUBLE DE L'ERECTION,G04BE01,ALPROSTADIL,G04,MEDICAMENTS UROLOGIQUES,460 €,11,460 €
3400927543876,VITAROS 300 MCG CREME UNIDOSE 1/100 MG,VITAROS,G04E,MEDICAMENTS POUR TROUBLE DE L'ERECTION,G04BE01,ALPROSTADIL,G04,MEDICAMENTS UROLOGIQUES,"7,375,186 €","181,611","6,122,572 €"
3400935859006,VIVELLEDOT 100 MCG/24 H DISP TRANSDERM 8,VIVELLEDOT,G03C,"ESTROGENES, G03A, G03E ET G03F EXCLUS",G03CA03,ESTRADIOL,G03,HORMONES SEXUELLES ET MODULATEURS DE LA FONCTION GENITALE,"197,760 €","31,632","148,140 €"
3400936557475,VIVELLEDOT 25 MCG/24 H DISP TRANSDERM 8,VIVELLEDOT,G03C,"ESTROGENES, G03A, G03E ET G03F EXCLUS",G03CA03,ESTRADIOL,G03,HORMONES SEXUELLES ET MODULATEURS DE LA FONCTION GENITALE,"357,698 €","57,214","239,439 €"
3400935858054,"VIVELLEDOT 37,5 MCG/24 H DISP TRANSDERM 8",VIVELLEDOT,G03C,"ESTROGENES, G03A, G03E ET G03F EXCLUS",G03CA03,ESTRADIOL,G03,HORMONES SEXUELLES ET MODULATEURS DE LA FONCTION GENITALE,"367,296 €","58,755","246,318 €"
3400935858344,VIVELLEDOT 50 MCG/24 H DISP TRANSDERM 8,VIVELLEDOT,G03C,"ESTROGENES, G03A, G03E ET G03F EXCLUS",G03CA03,ESTRADIOL,G03,HORMONES SEXUELLES ET MODULATEURS DE LA FONCTION GENITALE,"284,764 €","45,526","194,738 €"
3400935858634,VIVELLEDOT 75 MCG/24 H DISP TRANSDERM 8,VIVELLEDOT,G03C,"ESTROGENES, G03A, G03E ET G03F EXCLUS",G03CA03,ESTRADIOL,G03,HORMONES SEXUELLES ET MODULATEURS DE LA FONCTION GENITALE,"277,563 €","44,299","200,189 €"
3400931714811,"VOGALENE 0,1 % SOL BUV 1/150 ML",VOGALENE,A04A9,AUTRES ANTIEMETIQUES ET ANTINAUSEEUX,A04AD05,METOPIMAZINE,A04,ANTIEMETIQUES ET ANTINAUSEEUX,"1,379,631 €","576,156","426,145 €"
3400931149682,"VOGALENE 0,4 % SOL BUV 1/30 ML",VOGALENE,A04A9,AUTRES ANTIEMETIQUES ET ANTINAUSEEUX,A04AD05,METOPIMAZINE,A04,ANTIEMETIQUES ET ANTINAUSEEUX,61 €,35,18 €
3400931149453,VOGALENE 10 MG/1 ML SOL INJ 10/1 ML,VOGALENE,A04A9,AUTRES ANTIEMETIQUES ET ANTINAUSEEUX,A04AD05,METOPIMAZINE,A04,ANTIEMETIQUES ET ANTINAUSEEUX,"131,975 €","41,384","113,666 €"
3400932054411,VOGALENE 15 MG GELULE 20,VOGALENE,A04A9,AUTRES ANTIEMETIQUES ET ANTINAUSEEUX,A04AD05,METOPIMAZINE,A04,ANTIEMETIQUES ET ANTINAUSEEUX,"1,928,578 €","512,731","734,015 €"
3400936497931,VOGALENE 5 MG SUPP SEC 10,VOGALENE,A04A9,AUTRES ANTIEMETIQUES ET ANTINAUSEEUX,A04AD05,METOPIMAZINE,A04,ANTIEMETIQUES ET ANTINAUSEEUX,"951,778 €","705,066","306,088 €"
3400931149743,VOGALENE 5MG SUPPO 10,VOGALENE,A04A9,AUTRES ANTIEMETIQUES ET ANTINAUSEEUX,A04AD05,METOPIMAZINE,A04,ANTIEMETIQUES ET ANTINAUSEEUX,2 €,1,1 €
3400933316259,"VOGALENE LYOC 7,5 MG LYOPHILISAT ORAL 16",VOGALENE,A04A9,AUTRES ANTIEMETIQUES ET ANTINAUSEEUX,A04AD05,METOPIMAZINE,A04,ANTIEMETIQUES ET ANTINAUSEEUX,"11,923,219 €","4,490,923","4,458,705 €"
3400932911103,VOLDAL LP 100MG CPR GE 15,VOLDAL,M01A1,ANTIRHUMATISMAUX NON STEROIDIENS NON ASSOCIES,M01AB05,DICLOFENAC,M01,ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX,11 €,2,7 €
3400938457322,VOLTAFLEX 625MG CPR 60,VOLTAFLEX,M05X,AUTRES MEDICAMENTS DES DESORDRES MUSCULAIRES ET DU SQUELETTE,M01AX05,GLUCOSAMINE,M01,ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX,24 €,2,4 €
3400935941121,"VOLTARENDOLO 12,5MG CPR 30",VOLTADOL,N02B,NON NARCOTIQUES ET ANTIPYRETIQUES,M01AB05,DICLOFENAC,M01,ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX,"44,058 €","24,940","30,690 €"
3400933232870,"VOLTARENE 0,1% COLLYRE FL 5ML 1/5 ML",VOLTARENE,S01R,ANTIINFLAMMATOIRES NON STEROIDIENS OPHTALMIQUES,S01BC03,DICLOFENAC,S01,MEDICAMENTS OPHTALMOLOGIQUES,40 €,16,28 €
3400932214341,VOLTARENE 100MG SUPPO 10,VOLTARENE,M01A1,ANTIRHUMATISMAUX NON STEROIDIENS NON ASSOCIES,M01AB05,DICLOFENAC,M01,ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX,"394,080 €","168,468","162,062 €"
3400933814458,VOLTARENE 25 MG CPR 30,VOLTARENE,M01A1,ANTIRHUMATISMAUX NON STEROIDIENS NON ASSOCIES,M01AB05,DICLOFENAC,M01,ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX,"103,332 €","69,623","72,437 €"
3400932239535,VOLTARENE 25MG SUPPO 10,VOLTARENE,M01A1,ANTIRHUMATISMAUX NON STEROIDIENS NON ASSOCIES,M01AB05,DICLOFENAC,M01,ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX,65 €,45,19 €
3400932351176,VOLTARENE 50MG CPR 30,VOLTARENE,M01A1,ANTIRHUMATISMAUX NON STEROIDIENS NON ASSOCIES,M01AB05,DICLOFENAC,M01,ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX,"330,645 €","102,529","236,252 €"
3400932452224,VOLTARENE 75MG/3ML SOL INJ 2/3 ML,VOLTARENE,M01A1,ANTIRHUMATISMAUX NON STEROIDIENS NON ASSOCIES,M01AB05,DICLOFENAC,M01,ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX,"2,265 €","2,303",855 €
3400935895134,VOLTARENE EMULGEL 1% GEL FL 100ML 1/100 ML,VOLTARENE,M02A,ANTIRHUMATISMAUX TOPIQUES ET ANALGESIQUES,M02AA15,DICLOFENAC,M02,TOPIQUES POUR DOULEURS ARTICULAIRES OU MUSCULAIRES,"1,839,525 €","644,847","827,917 €"
3400932886975,VOLTARENE EMULGEL 1% GEL TUBE 1/50 G,VOLTARENE,M02A,ANTIRHUMATISMAUX TOPIQUES ET ANALGESIQUES,M02AA15,DICLOFENAC,M02,TOPIQUES POUR DOULEURS ARTICULAIRES OU MUSCULAIRES,"820,297 €","442,808","368,126 €"
3400932460496,VOLTARENE LP 100MG CPR 15,VOLTARENE,M01A1,ANTIRHUMATISMAUX NON STEROIDIENS NON ASSOCIES,M01AB05,DICLOFENAC,M01,ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX,"3,988,491 €","850,641","2,844,518 €"
3400949001705,VOLTARENE LP 75 MG 30 COMPRIMES,VOLTARENE,M01A1,ANTIRHUMATISMAUX NON STEROIDIENS NON ASSOCIES,M01AB05,DICLOFENAC,M01,ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX,"122,839 €","16,814","85,198 €"
3400949000531,VOLTARENE LP 75 MG CPR 30,VOLTARENE,M01A1,ANTIRHUMATISMAUX NON STEROIDIENS NON ASSOCIES,M01AB05,DICLOFENAC,M01,ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX,"227,666 €","32,041","158,091 €"
3400949027682,VOLTARENE LP 75 MG CPR 30,VOLTARENE,M01A1,ANTIRHUMATISMAUX NON STEROIDIENS NON ASSOCIES,M01AB05,DICLOFENAC,M01,ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX,"463,726 €","65,406","322,220 €"
3400933592042,VOLTARENE LP 75MG CPR 30,VOLTARENE,M01A1,ANTIRHUMATISMAUX NON STEROIDIENS NON ASSOCIES,M01AB05,DICLOFENAC,M01,ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX,"23,240,412 €","3,084,082","16,144,817 €"
3400930044544,VORICONAZOLE ACC  200MG CPR 28,VORICONAZOLE ACCORD,J02A,AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES,J02AC03,VORICONAZOLE,J02,ANTIMYCOSIQUES A USAGE SYSTEMIQUE,"5,252 €",11,"5,252 €"
3400930044551,VORICONAZOLE ACC  200MG CPR 56,VORICONAZOLE ACCORD,J02A,AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES,J02AC03,VORICONAZOLE,J02,ANTIMYCOSIQUES A USAGE SYSTEMIQUE,"2,724 €",3,"2,406 €"
3400930063019,VORICONAZOLE ACC 50MG CPR 56,VORICONAZOLE ACCORD,J02A,AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES,J02AC03,VORICONAZOLE,J02,ANTIMYCOSIQUES A USAGE SYSTEMIQUE,265 €,1,265 €
3400927955648,VORICONAZOLE MYL 200MG CPR 14,VORICONAZOLE MYLAN,J02A,AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES,J02AC03,VORICONAZOLE,J02,ANTIMYCOSIQUES A USAGE SYSTEMIQUE,"179,270 €",736,"165,601 €"
3400927956010,VORICONAZOLE MYL 200MG CPR 56,VORICONAZOLE MYLAN,J02A,AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES,J02AC03,VORICONAZOLE,J02,ANTIMYCOSIQUES A USAGE SYSTEMIQUE,"1,351,572 €","1,487","1,256,000 €"
3400927954177,VORICONAZOLE MYL 50MG CPR 28,VORICONAZOLE MYLAN,J02A,AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES,J02AC03,VORICONAZOLE,J02,ANTIMYCOSIQUES A USAGE SYSTEMIQUE,"35,400 €",261,"31,438 €"
3400927954528,VORICONAZOLE MYL 50MG CPR 56,VORICONAZOLE MYLAN,J02A,AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES,J02AC03,VORICONAZOLE,J02,ANTIMYCOSIQUES A USAGE SYSTEMIQUE,"276,141 €","1,048","259,256 €"
3400927955709,"VORICONAZOLE MYLAN 200 MG 1 BOITE DE 28, COMPRIMES",VORICONAZOLE MYLAN,J02A,AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES,J02AC03,VORICONAZOLE,J02,ANTIMYCOSIQUES A USAGE SYSTEMIQUE,"551,000 €","1,155","522,762 €"
3400930041826,VORICONAZOLE OHR 200 MG CPR 30,VORICONAZOLE OHRE PHARMA,J02A,AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES,J02AC03,VORICONAZOLE,J02,ANTIMYCOSIQUES A USAGE SYSTEMIQUE,"399,884 €",781,"383,607 €"
3400930041703,VORICONAZOLE OHR 50 MG CPR 30,VORICONAZOLE OHRE PHARMA,J02A,AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES,J02AC03,VORICONAZOLE,J02,ANTIMYCOSIQUES A USAGE SYSTEMIQUE,"52,459 €",363,"45,877 €"
3400927479380,VORICONAZOLE SANDOZ 50 MG BOITE DE 28 COMPRIMES,VORICONAZOLE SANDOZ,J02A,AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES,J02AC03,VORICONAZOLE,J02,ANTIMYCOSIQUES A USAGE SYSTEMIQUE,"1,071 €",8,"1,071 €"
3400927479441,VORICONAZOLE SANDOZ 50 MG BOITE DE 56 COMPRIMES,VORICONAZOLE SANDOZ,J02A,AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES,J02AC03,VORICONAZOLE,J02,ANTIMYCOSIQUES A USAGE SYSTEMIQUE,"27,068 €",104,"24,823 €"
3400930059234,VORICONAZOLE TEVA 200 MG BOITE DE 56 COMPRIMES,VORICONAZOLE TEVA,J02A,AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES,J02AC03,VORICONAZOLE,J02,ANTIMYCOSIQUES A USAGE SYSTEMIQUE,908 €,1,908 €
3400930059166,VORICONAZOLE TEVA 50 MG BOITE DE 56 COMPRIMES,VORICONAZOLE TEVA,J02A,AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES,J02AC03,VORICONAZOLE,J02,ANTIMYCOSIQUES A USAGE SYSTEMIQUE,"60,741 €",232,"56,660 €"
3400930059197,VORICONAZOLE TVC 200 MG 56 COMPRIMES,VORICONAZOLE TEVA,J02A,AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES,J02AC03,VORICONAZOLE,J02,ANTIMYCOSIQUES A USAGE SYSTEMIQUE,"424,887 €",467,"394,913 €"
3400949131341,VOTRIENT 200 MG CPR 30,VOTRIENT,L01H,ANTINEOPLASIQUES INHIBITEURS DE PROTEINE KINASE,L01XE11,PAZOPANIB,L01,ANTINEOPLASIQUES,"4,314,377 €","5,749","4,308,383 €"
3400949131570,VOTRIENT 400 MG CPR 30,VOTRIENT,L01H,ANTINEOPLASIQUES INHIBITEURS DE PROTEINE KINASE,L01XE11,PAZOPANIB,L01,ANTINEOPLASIQUES,"5,005,192 €","3,387","4,949,684 €"
3400949131631,VOTRIENT 400 MG CPR 60,VOTRIENT,L01H,ANTINEOPLASIQUES INHIBITEURS DE PROTEINE KINASE,L01XE11,PAZOPANIB,L01,ANTINEOPLASIQUES,"13,679,829 €","4,832","13,617,178 €"
3400921947700,VOTUBIA 10 MG CPR 30,VOTUBIA,L01H,ANTINEOPLASIQUES INHIBITEURS DE PROTEINE KINASE,L01XE10,EVEROLIMUS,L01,ANTINEOPLASIQUES,"2,810,104 €",698,"2,810,104 €"
3400927643514,VOTUBIA 2 MG CPR DISP 30,VOTUBIA,L01H,ANTINEOPLASIQUES INHIBITEURS DE PROTEINE KINASE,L01XE10,EVEROLIMUS,L01,ANTINEOPLASIQUES,"271,605 €",228,"271,605 €"
3400921947588,"VOTUBIA 2,5 MG CPR 30",VOTUBIA,L01H,ANTINEOPLASIQUES INHIBITEURS DE PROTEINE KINASE,L01XE10,EVEROLIMUS,L01,ANTINEOPLASIQUES,"972,077 €",657,"972,077 €"
3400927643682,VOTUBIA 3 MG CPR DISP 30,VOTUBIA,L01H,ANTINEOPLASIQUES INHIBITEURS DE PROTEINE KINASE,L01XE10,EVEROLIMUS,L01,ANTINEOPLASIQUES,"229,041 €",130,"229,041 €"
3400921947649,VOTUBIA 5 MG CPR 30,VOTUBIA,L01H,ANTINEOPLASIQUES INHIBITEURS DE PROTEINE KINASE,L01XE10,EVEROLIMUS,L01,ANTINEOPLASIQUES,"3,159,550 €","1,108","3,159,550 €"
3400927643743,VOTUBIA 5 MG CPR DISP 30,VOTUBIA,L01H,ANTINEOPLASIQUES INHIBITEURS DE PROTEINE KINASE,L01XE10,EVEROLIMUS,L01,ANTINEOPLASIQUES,"515,819 €",181,"515,819 €"
3400921824599,VYNDAQEL 20 MG CAPSULE MOLLE 30,VYNDAQEL,N07X,TOUS AUTRES MEDICAMENTS DU SNC,N07XX08,TAFAMIDIS,N07,AUTRES MEDICAMENTS DU SYSTEME NERVEUX,"13,663,062 €","3,090","13,663,062 €"
3400936572782,WELLVONE 750 MG/5ML SUSP BUV 1/226 ML,WELLVONE,P01G,AUTRES ANTIPARASITAIRES,P01AX06,ATOVAQUONE,P01,ANTIPROTOZOAIRES,"17,387,769 €","48,008","16,852,424 €"
3400938288407,WYSTAMM 10 MG CPR 15,WYSTAMM,R06A,ANTIHISTAMINIQUES SYSTEMIQUES,R06AX28,RUPATADINE,R06,ANTIHISTAMINIQUES A USAGE SYSTEMIQUE,"248,168 €","69,134","85,070 €"
3400938416220,WYSTAMM 10 MG CPR 30,WYSTAMM,R06A,ANTIHISTAMINIQUES SYSTEMIQUES,R06AX28,RUPATADINE,R06,ANTIHISTAMINIQUES A USAGE SYSTEMIQUE,"5,066,368 €","680,099","1,750,996 €"
3400938873054,"WYTENS 10 MG/6,25 MG CPR 30",WYTENS,C07B1,ASSOCIATIONS AVEC ANTIHYPERTENSEURS ET/OU DIURETIQUES,C07BB07,BISOPROLOL ET THIAZIDIQUES,C07,BETABLOQUANTS,"92,509 €","17,375","71,781 €"
3400938871913,"WYTENS 2,5 MG/6,25 MG CPR 30",WYTENS,C07B1,ASSOCIATIONS AVEC ANTIHYPERTENSEURS ET/OU DIURETIQUES,C07BB07,BISOPROLOL ET THIAZIDIQUES,C07,BETABLOQUANTS,"60,483 €","11,410","44,873 €"
3400938872514,"WYTENS 5 MG/6,25 MG CPR 30",WYTENS,C07B1,ASSOCIATIONS AVEC ANTIHYPERTENSEURS ET/OU DIURETIQUES,C07BB07,BISOPROLOL ET THIAZIDIQUES,C07,BETABLOQUANTS,"85,119 €","16,019","63,959 €"
3400938872804,"WYTENS 5 MG/6,25 MG CPR 90",WYTENS,C07B1,ASSOCIATIONS AVEC ANTIHYPERTENSEURS ET/OU DIURETIQUES,C07BB07,BISOPROLOL ET THIAZIDIQUES,C07,BETABLOQUANTS,44 €,3,39 €
3400936517905,"XAGRID 0,5MG GELULE 100",XAGRID,B01C4,INHIBITEURS AGREGATION PLAQUETTAIRE AUGMENTANT L'AMPc PLAQUETTAIRE,L01XX35,ANAGRELIDE,L01,ANTINEOPLASIQUES,"11,513,717 €","27,698","11,499,188 €"
3400935760258,"XALACOM COLLYRE FL 2,5ML 1/2,5 ML",XALACOM,S01E2,MYOTIQUES ET ANTIGLAUCOMATEUX A USAGE TOPIQUE,S01ED51,TIMOLOL EN ASSOCIATION,S01,MEDICAMENTS OPHTALMOLOGIQUES,"1,463,471 €","194,635","1,036,168 €"
3400935760319,"XALACOM COLLYRE FL 3/2,5 ML",XALACOM,S01E2,MYOTIQUES ET ANTIGLAUCOMATEUX A USAGE TOPIQUE,S01ED51,TIMOLOL EN ASSOCIATION,S01,MEDICAMENTS OPHTALMOLOGIQUES,"2,261,957 €","104,169","1,563,851 €"
3400934384127,"XALATAN 0,005 P. 100 COLLYRE 3/2,5 ML",XALATAN,S01E2,MYOTIQUES ET ANTIGLAUCOMATEUX A USAGE TOPIQUE,S01EE01,LATANOPROST,S01,MEDICAMENTS OPHTALMOLOGIQUES,"3,957,433 €","230,320","2,761,136 €"
3400934384066,"XALATAN 0,005% COLLYRE FL 2,5ML 1/2,5 ML",XALATAN,S01E2,MYOTIQUES ET ANTIGLAUCOMATEUX A USAGE TOPIQUE,S01EE01,LATANOPROST,S01,MEDICAMENTS OPHTALMOLOGIQUES,"2,236,942 €","382,390","1,609,136 €"
3400926762568,XALKORI 200 MG GELULE 60,XALKORI,L01H,ANTINEOPLASIQUES INHIBITEURS DE PROTEINE KINASE,L01XE16,CRIZOTINIB,L01,ANTINEOPLASIQUES,"10,572,391 €","1,973","10,432,863 €"
